StateName,year,median_sale_price,mortgage_rate,monthly_payment,income,pct_income_monthly_payment
UT,2012,169150.0,3.66,774.75,75180,12.37
UT,2013,191437.5,4.115,926.69,77730,14.31
UT,2014,199857.0,4.14,970.35,79570,14.63
UT,2015,214025.0,3.86,1004.59,83240,14.48
UT,2016,237000.0,3.59,1076.18,84030,15.37
UT,2017,260375.0,3.9450000000000003,1234.83,85400,17.35
UT,2018,289975.0,4.55,1477.89,92450,19.18
UT,2019,307392.0,3.795,1431.44,99910,17.19
UT,2020,343500.0,3.07,1461.21,98260,17.85
UT,2021,435000.0,2.975,1828.12,98150,22.35
UT,2022,494012.5,5.3,2743.27,99610,33.05
UT,2023,482509.5,6.720000000000001,3119.93,101200,37.0
VA,2008,184262.5,6.04,1109.49,84760,15.71
VA,2009,169625.0,5.035,914.22,83060,13.21
VA,2010,162125.0,4.734999999999999,844.26,81750,12.39
VA,2011,155000.0,4.51,786.28,82250,11.47
VA,2012,163000.0,3.66,746.58,83290,10.76
VA,2013,168500.0,4.115,815.66,83910,11.66
VA,2014,175110.0,4.14,850.2,83050,12.28
VA,2015,185000.0,3.86,868.35,77240,13.49
VA,2016,188250.0,3.59,854.81,82750,12.4
VA,2017,195737.5,3.9450000000000003,928.28,86650,12.86
VA,2018,211312.5,4.55,1076.98,92550,13.96
VA,2019,218250.0,3.795,1016.33,96120,12.69
VA,2020,238750.0,3.07,1015.62,96180,12.67
VA,2021,263250.0,2.975,1106.33,89890,14.77
VA,2022,287950.0,5.3,1599.0,88550,21.67
VA,2023,305000.0,6.720000000000001,1972.15,96490,24.53
VT,2008,225000.0,6.04,1354.78,69330,23.45
VT,2009,217450.0,5.035,1171.97,71830,19.58
VT,2010,236000.0,4.734999999999999,1228.95,75740,19.47
VT,2011,224950.0,4.51,1141.13,68120,20.1
VT,2012,225000.0,3.66,1030.55,71620,17.27
VT,2013,231000.0,4.115,1118.2,83410,16.09
VT,2014,235000.0,4.14,1140.98,76210,17.97
VT,2015,237450.0,3.86,1114.54,74740,17.89
VT,2016,248750.0,3.59,1129.53,75760,17.89
VT,2017,268725.0,3.9450000000000003,1274.43,77930,19.62
VT,2018,276750.0,4.55,1410.49,84050,20.14
VT,2019,266900.0,3.795,1242.88,87830,16.98
VT,2020,265500.0,3.07,1129.41,78680,17.23
VT,2021,282000.0,2.975,1185.12,85190,16.69
VT,2022,346025.0,5.3,1921.49,75060,30.72
VT,2023,372500.0,6.720000000000001,2408.6,85190,33.93
WA,2008,236140.0,6.04,1421.86,77440,22.03
WA,2009,225000.0,5.035,1212.67,82910,17.55
WA,2010,213384.5,4.734999999999999,1111.19,76060,17.53
WA,2011,190100.0,4.51,964.34,74670,15.5
WA,2012,187700.0,3.66,859.71,80140,12.87
WA,2013,200390.0,4.115,970.03,81390,14.3
WA,2014,206280.0,4.14,1001.53,74150,16.21
WA,2015,229834.5,3.86,1078.8,84480,15.32
WA,2016,248509.5,3.59,1128.44,87550,15.47
WA,2017,270500.0,3.9450000000000003,1282.85,87550,17.58
WA,2018,297930.0,4.55,1518.43,95640,19.05
WA,2019,324875.0,3.795,1512.85,97470,18.63
WA,2020,361250.0,3.07,1536.72,95180,19.37
WA,2021,435000.0,2.975,1828.12,98150,22.35
WA,2022,484775.0,5.3,2691.98,92980,34.74
WA,2023,486500.0,6.720000000000001,3145.73,93440,40.4
WI,2008,134325.0,6.04,808.8,70010,13.86
WI,2009,124750.0,5.035,672.36,70340,11.47
WI,2010,126600.0,4.734999999999999,659.26,68190,11.6
WI,2011,121550.0,4.51,616.6,68380,10.82
WI,2012,122000.0,3.66,558.79,68400,9.8
WI,2013,128000.0,4.115,619.61,65860,11.29
WI,2014,130250.0,4.14,632.39,72910,10.41
WI,2015,137725.0,3.86,646.45,69630,11.14
WI,2016,143625.0,3.59,652.18,74490,10.51
WI,2017,154925.0,3.9450000000000003,734.73,77690,11.35
WI,2018,168950.0,4.55,861.07,75130,13.75
WI,2019,175000.0,3.795,814.93,79620,12.28
WI,2020,187625.0,3.07,798.14,78860,12.15
WI,2021,202500.0,2.975,851.02,78320,13.04
WI,2022,228500.0,5.3,1268.87,76240,19.97
WI,2023,249000.0,6.720000000000001,1610.05,79690,24.24
WV,2008,119500.0,6.04,719.54,51950,16.62
WV,2009,116987.5,5.035,630.52,55590,13.61
WV,2010,119750.0,4.734999999999999,623.59,57930,12.92
WV,2011,110250.0,4.51,559.28,54930,12.22
WV,2012,124900.0,3.66,572.07,56120,12.23
WV,2013,135450.0,4.115,655.67,54840,14.35
WV,2014,134500.0,4.14,653.03,49650,15.78
WV,2015,137500.0,3.86,645.4,53800,14.4
WV,2016,142500.0,3.59,647.07,55230,14.06
WV,2017,138250.0,3.9450000000000003,655.65,57460,13.69
WV,2018,152975.0,4.55,779.65,60670,15.42
WV,2019,150062.5,3.795,698.8,63480,13.21
WV,2020,157100.0,3.07,668.29,60800,13.19
WV,2021,174950.0,2.975,735.24,52450,16.82
WV,2022,174000.0,5.3,966.23,54540,21.26
WV,2023,188875.0,6.720000000000001,1221.28,60410,24.26
WY,2008,169475.0,6.04,1020.45,72930,16.79
WY,2009,173500.0,5.035,935.1,72040,15.58
WY,2010,168575.0,4.734999999999999,877.84,70700,14.9
WY,2011,166250.0,4.51,843.35,71600,14.13
WY,2012,180000.0,3.66,824.44,74110,13.35
WY,2013,181750.0,4.115,879.8,85870,12.29
WY,2014,192475.0,4.14,934.51,69910,16.04
WY,2015,204950.0,3.86,961.99,76540,15.08
WY,2016,206125.0,3.59,935.98,72010,15.6
WY,2017,207750.0,3.9450000000000003,985.25,72860,16.23
WY,2018,218225.0,4.55,1112.21,75020,17.79
WY,2019,240000.0,3.795,1117.61,76990,17.42
WY,2020,244500.0,3.07,1040.08,76570,16.3
WY,2021,269500.0,2.975,1132.59,79570,17.08
WY,2022,306364.0,5.3,1701.25,76000,26.86
WY,2023,318500.0,6.720000000000001,2059.44,77200,32.01
